L:1
2,2,2,2,2,17;1,2,2,2,2
2,2,2,2,2,17;1,2,2,2,2
2,3,2,3,2,17;1,2,3,2,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,5,5,5,5,5,5,5,3
2,3,2,3,2,3,2,3,2,3
L:2
0,0,38,0,85,0,38,31;2,31;2,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,37,70,0,1,0,1
0,1,1,0,1,64;1,1,0,1,1
0,1,0,0,0,70,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,5,5,5,0,0,1
0,1,0,53;0,5,5,5,53;1,0,1
0,1,1,1,1,1,1,1,1,1
0,1,0,1,0,1,0,1,0,1
L:3
0,0,0,0,85,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,1,0,1
0,1,1,0,1,64;9,1,0,1,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,102,0,0,0,0,0,0,0,102
0,1,0,0,50;5,53;3,50;5,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,1,0,1,0,1,0,1,1
0,1,0,1,0,1,0,1,0,1
L:4
0,0,0,0,85,0,0,0,0,0
0,0,0,0,0,68;2,0,0,0,0
0,1,0,1,0,1,0,1,0,1
0,1,20,0,20,0,20,0,20,1
0,1,0,0,0,0,0,0,0,1
0,102,0,0,0,0,0,0,0,102
0,102,0,0,0,0,0,0,0,102
0,102,0,0,0,0,0,0,0,102
0,1,0,0,0,0,0,0,0,1
0,1,20,0,20,0,20,0,20,1
0,1,0,1,0,1,0,1,0,1
L:5
0,0,0,89,85,89,0,0,0,0
0,50;4,0,0,0,50;4,0,0,0,50;4
0,1,0,1,0,1,0,1,0,1
50;1,1,20,0,20,0,20,0,20,1
0,1,50;2,0,0,0,0,0,50;1,1
50;1,1,0,0,0,0,0,0,0,1
0,102,0,0,0,0,0,0,0,102
50;1,1,0,0,0,0,0,0,0,1
0,1,50;2,0,0,0,0,0,50;1,1
50;1,1,20,0,20,0,20,0,20,1
0,1,0,1,0,1,0,1,0,1
L:6
0,0,0,85,85,85,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,1,1,0,1,0,1,1,1
0,1,1,0,20,0,20,0,1,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
0,1,1,0,20,0,20,0,1,1
0,1,1,1,0,1,0,1,1,1
L:7
0,0,0,0,0,0,0,0,0,0
0,0,0,50;4,0,0,0,50;4,0,0
0,0,98;3,1,0,1,0,1,98;3,0
0,0,98;3,50;3,20,0,20,50;3,98;3,0
0,0,98;3,0,0,0,0,0,98;3,0
0,0,98;3,0,0,0,0,0,98;3,0
0,0,98;3,0,0,0,0,0,98;3,0
0,0,98;3,0,0,0,0,0,98;3,0
0,0,98;3,0,0,0,0,0,98;3,0
0,0,98;3,50;4,20,0,20,50;4,98;3,0
0,0,98;3,1,0,1,0,1,98;3,0
L:8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,1,1,1,1,0,0
0,0,0,1,1,50;3,1,1,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,50;4,1,1,0,0
0,0,0,1,1,1,1,1,0,0
L:9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,50;4,0,0,0,0
0,0,0,0,1,1,1,0,0,0
0,0,0,0,1,1,1,0,0,0
0,0,0,0,1,1,1,0,0,0
0,0,0,0,1,20,1,0,0,0
0,0,0,0,20,20,20,0,0,0
0,0,0,0,1,20,1,0,0,0
