L:1
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,15
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
L:2
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
L:3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
L:4
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,3
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,1,1,1,1,1,1,1,1,1,1
L:5
3,3,3,3,3,3,3,3,3,3,3,3,3
5,5,5,5,5,5,3,3,3,3,3,3,3
5,9,9,9,9,9,5,3,3,3,3,3,3
5,9,9,9,9,9,5,3,3,3,3,3,3
5,9,9,9,9,9,5,3,3,3,3,3,3
5,9,9,9,9,9,5,5,5,5,5,0,1
5,9,9,9,9,9,64,0,0,53,5,5,3
5,9,9,9,9,9,5,5,5,5,5,3,1
5,9,9,9,9,9,5,3,3,3,3,3,1
5,9,9,5,9,9,5,3,3,3,3,3,1
5,5,5,5,5,5,5,3,3,3,3,3,1
3,5,5,5,5,5,3,3,3,3,3,3,1
3,3,3,3,3,3,3,3,3,3,3,3,1
L:6
3,3,3,3,3,3,3,3,3,3,3,3,3
5,5,5,5,5,5,3,5,5,5,5,5,3
5,9,9;8,9,9;8,9;8,5,5,5,5,5,5,3
5,9,9;8,9;8,9;8,9,5,5,5,5,5,5,3
5,9,9;8,9;8,9;8,9,5,5,5,5,5,5,1
5,9,9;8,9;8,9;8,9,5,5,5,5,5,5,3
5,9,9;8,9;8,9;8,9,64;11,0,0,0,53,5,3
5,9,9;8,9;8,9;8,9,5,5,5,5,5,3,1
5,9,9;8,9;8,9;8,9,5,3,3,3,3,3,1
5,9,9;8,5,9;8,9,5,3,3,3,3,3,1
5,5,5,5,5,5,5,3,3,3,3,3,1
3,5,5,5,5,5,3,3,3,3,3,3,1
3,3,3,3,3,3,3,3,3,3,3,3,1
L:7
