L:1
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,3,3,3,2,2,2,2
2,2,3,3,3,3,3,2,2,2
2,3,3,3,87,3,3,3,2,2
2,3,3,87,87,87,3,3,3,2
2,3,3,3,87,3,3,3,2,2
2,3,3,3,3,3,3,2,2,2
2,2,2,3,3,3,2,2,2,2
2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2
L:2
0,0,31;2,0,0,0,0,31;1,0,0
0,0,0,44,44,44,0,0,38,31;2
0,38,44,43,43,43,44,0,0,0
31;2,44,43,43,43,43,43,44,0,38
44,43,43,43,51;15,43,43,43,44,0
44,43,43,51;15,51;15,51;15,43,43,44,0
44,43,43,43,51;15,43,43,43,44,0
0,44,43,43,43,43,43,44,0,0
0,37,44,43,43,43,44,0,37,0
0,0,0,44,44,44,0,31;2,0,0
0,0,0,31;1,0,0,0,0,0,0
L:3
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,43,0,0
0,0,0,0,0,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:4
0,0,0,0,0,0,0,0,0,0
0,0,0,0,50;4,0,0,0,0,0
0,0,68;2,0,43,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,0
50;2,43,0,0,0,0,0,43,50;1,0
0,0,0,0,0,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,0,0,50;3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:5
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,43,0,0
0,0,0,0,0,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:6
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,0,0,0,0,0,0
0,43,0,0,0,0,0,43,0,0
0,0,0,0,0,0,0,0,0,0
0,0,43,0,0,0,43,0,0,0
0,0,0,0,43,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:7
0,0,0,0,0,0,0,0,0,0
0,0,0,44,44,44,0,0,0,0
0,0,44,43,43,43,44,0,0,0
0,44,43,43,43,43,43,44,0,0
44,43,43,43,43,43,43,43,44,0
44,43,43,43,43,43,43,43,44,0
44,43,43,43,43,43,43,43,44,0
0,44,43,43,43,43,43,44,0,0
0,0,44,43,43,43,44,0,0,0
0,0,0,44,44,44,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:8
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,50;5,44,44,44,50;5,0,0,0
0,0,44,44,44,44,44,0,0,0
0,0,44,44,43,44,44,0,0,0
0,0,44,44,44,44,44,0,0,0
0,0,50;5,44,44,44,50;5,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,50;5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
L:10
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
