L:0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
L:1
0,0,0,0,0,0,0,0,17,64;3,17,0,0,0,38,0,37,0
0,0,31;1,0,0,0,17,17,5,0,5,17,17,0,0,37,0,31;1
0,38,0,0,0,17;1,5,5,5,0,5,5,5,17;1,0,0,0,37
0,0,0,31;2,17,5,5,0,0,0,0,0,5,5,17,0,0,0
0,0,0,0,17,5,54;5,0,0,0,0,0,54;4,5,17,0,0,0
0,0,0,17,5,5,0,0,0,5,0,0,0,5,5,17,0,0
0,0,0,64,0,0,0,0,0,65;2,0,0,0,0,0,64;2,0,0
0,31;2,37,17,5,5,0,0,0,0,0,0,0,5,5,17,37,0
0,0,38,0,17,5,58,0,0,0,0,0,58,5,17,0,0,0
0,0,0,0,17,5,5,0,0,0,0,0,5,5,17,0,0,0
0,0,0,0,0,17;1,5,5,5,0,5,5,5,17;1,0,0,0,37
0,0,31;1,0,0,0,17,17,5,0,5,17,17,0,0,0,0,0
0,0,0,0,0,0,0,0,17,64;1,17,31;2,0,0,31;2,0,31;1,0
L:2
0,0,0,0,0,0,0,0,17,64;8,17,0,0,0,0,0,0,0
0,0,0,0,0,0,5,5,5,0,5,5,5,0,0,0,0,0
0,0,0,0,0,17;1,5,5,5,0,5,5,5,17;1,0,0,0,0
0,0,0,0,5,5,5,0,50;4,0,50;4,0,5,5,5,0,0,0
0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0
0,0,0,17,5,5,50;1,0,0,5,0,0,50;2,5,5,17,0,0
0,0,0,64;8,0,0,0,0,0,65;2,0,0,0,0,0,64;8,0,0
0,0,0,17,5,5,50;1,0,0,0,0,0,50;2,5,5,17,0,0
0,0,0,0,5,5,0,0,0,0,0,0,0,5,5,0,0,0
0,0,0,0,5,5,5,0,50;3,0,50;3,0,5,5,5,0,0,0
0,0,0,0,0,17;1,5,5,5,0,5,5,5,17;1,0,0,0,0
0,0,0,0,0,0,5,5,5,0,5,5,5,0,0,0,0,0
0,0,0,0,0,0,0,0,17,64;8,17,0,0,0,0,0,0,0
L:3
0,0,0,0,0,0,0,0,17,17,17,0,0,0,0,0,0,0
0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,0,0,0
0,0,0,0,0,17;1,5,5,5,5,5,5,5,17;1,0,0,0,0
