L:1
0,0,67;2,0,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,1,1,0
0,1,1,1,0,0
0,0,0,0,0,0
L:2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,64;7,1,0,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,65;4,1,0
1,0,0,0,1,0
1,67;2,0,67;2,1,0
1,1,67;2,1,1,0
1,1,1,1,1,0
0,1,1,1,0,0
0,0,0,0,0,0
L:3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,64;8,1,0,0
1,0,0,0,1,0
102,0,0,0,102,0
1,0,0,65;4,1,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,0,1,0
1,67;2,54;2,67;2,1,0
0,1,1,1,0,0
0,0,0,0,0,0
L:4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,0,1,0
102,0,0,0,102,0
1,0,0,65;4,1,0
1,0,0,0,1,0
1,0,0,0,1,0
102,0,0,0,102,0
1,0,0,0,1,0
0,1,102,1,0,0
0,0,0,0,0,0
L:5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,65;4,1,0
1,1,1,1,1,0
1,50;2,0,0,1,0
1,0,0,50;1,1,0
1,50;2,50;4,0,1,0
0,1,1,1,0,0
0,0,0,0,0,0
L:6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,65;4,1,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,102,1,0,0
1,0,0,0,1,0
102,0,0,0,102,0
1,0,0,65;4,1,0
0,1,102,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,102,1,0,0
1,0,0,0,1,0
102,0,0,0,102,0
1,0,0,65;4,1,0
0,1,102,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,65;4,1,0
0,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,1,1,0
1,1,1,65;4,1,0
1,1,1,1,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,0
1,0,0,0,1,0
1,0,0,0,1,0
1,0,0,65;4,1,0
0,1,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
L:12
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
1,0,0,0,1,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
