L:1
0,0,0,0,0,0,0,24,24,0,0,12,12,12,12,12,12,12,12,12,12,12
24,12,12,12,12,12,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,35;1,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,35;1,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,35;1,24,35;1,24,24,24,24,24,24,24,24,24,24;2
24,24,24,24,24,24,24,35;1,35;1,24,35;11,24,35;1,35;1,24,24,24,24,24,24,24,24;2
24,24,24,24,24,24,24,24,24,35;1,24,35;1,24,24,24,24,24,24,24,24,24,24;2
24,24,24,24,24,24,24,24,24,24,35;1,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,35;1,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,0
0,0,0,0,0,0,0,12,12,12,12,12,12,12,12,24,12,24,12,12,12,24
L:2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
