L:1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:2
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,5,5,5,0,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,0,5,5,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:3
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,54;4,5,5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:4
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,5,50;5,0,50;5,5,0,0
0,0,0,0,5,0,5,0,5,0,0
0,0,0,0,5,50;5,0,50;5,5,0,0
0,0,0,0,5,5,5,5,5,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:5
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:6
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,62;5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:7
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,87,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:8
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,51;15,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:9
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,85,0,0,0,85,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:10
0,0,0,0,0,42,42,42,0,0,0
0,0,0,0,42,42,42,42,42,0,0
0,0,0,42,42,0,0,0,42,42,0
0,0,0,42,42,0,0,0,42,42,0
0,0,0,42,42,0,0,0,42,42,0
0,0,0,0,42,42,42,42,42,0,0
0,0,0,0,0,42,42,42,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:11
0,0,0,0,35,35,35,35,35,0,0
0,0,0,35;5,42,42,42,42,42,35;5,0
0,0,0,35,42,0,0,0,42,35,0
0,0,0,35;5,42,0,0,0,42,35;5,0
0,0,0,35,42,0,0,0,42,35,0
0,0,0,35;5,42,42,42,42,42,35;5,0
0,0,0,0,35,35,35,35,35,0,0
0,0,0,0,0,0,0,0,0,0,0
L:12
0,0,0,35,35,35,35,35,35,35,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,35,35,0,0,0,0,0,35,35
0,0,35;5,35;5,0,0,0,0,0,35;5,35;5
0,0,35,35,0,0,0,0,0,35,35
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,35,35,35,35,35,35,35,0
0,0,0,0,0,35;5,35;5,35;5,0,0,0
L:13
0,0,0,35,35,35,35,35,35,35,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,35,35,0,0,0,0,0,35,35
0,0,35;5,35;5,0,0,0,0,0,35;5,35;5
0,0,35,35,0,0,0,0,0,35,35
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,35,35,35,35,35,35,35,0
0,0,0,0,0,35;5,35;5,35;5,0,0,0
L:14
0,0,0,35,35,35,35,35,35,35,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,35,35,0,0,0,0,0,35,35
0,0,35;5,35;5,0,0,0,0,0,35;5,35;5
0,0,35,35,0,0,0,0,0,35,35
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,35,35,35,35,35,35,35,0
0,0,0,0,0,35;5,35;5,35;5,0,0,0
L:15
0,0,0,0,35,35,35,35,35,0,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,35,0,0,0,0,0,35,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,35,0,0,0,0,0,35,0
0,0,0,35;5,0,0,0,0,0,35;5,0
0,0,0,0,35,35,35,35,35,0,0
0,0,0,0,0,0,0,0,0,0,0
L:16
0,0,0,0,0,35,35,35,0,0,0
0,0,0,0,35;5,35;5,35;5,35;5,35;5,0,0
0,0,0,35,35,35,35,35,35,35,0
0,0,0,35;5,35;5,35;5,68;4,35;5,35;5,35;5,0
0,0,0,35,35,35,35,35,35,35,0
0,0,0,0,35;5,35;5,35;5,35;5,35;5,0,0
0,0,0,0,0,35,35,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0
L:17
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,35,35,35,0,0,0
0,0,0,0,0,35;5,35;5,35;5,0,0,0
0,0,0,0,0,35,35,35,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
