L:0
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,98,98,98,98,98,98,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53;3,53;3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L:1
2,2,2,2,2,2,2,2,2,2,0,0,0,24;2,24;2,0,0,0,0,0,0,0,24;2,0,0,0
2,2,2,2,2,2,2,2,2,2,0,0,0,24;2,24;2,0,0,0,0,0,0,0,24;2,0,0,0
2,2,2,2,2,2,2,35;15,35;15,2,0,0,0,24;2,24;2,0,0,0,0,0,0,0,24;2,0,0,0
2,2,2,2,2,2,2,35,35,35,35,35,35,35,35,35,24;2,24;2,24;2,24;2,24;2,35,35,35,0,0
2,2,2,2,2,2,2,35,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,35,35,24;2,35,35,35,35,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,24;2,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,0,35,35,35,35,35,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,35,35,35,35,35,35,35,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,17;6,24;2,98;3,0,0,0,0,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,0,0,0,0,0,0,17;6,24;2,98;3,0,0,0,0,0,0
35,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,5;2,35,35,35,24;2,24;2,24;2,24;2,24;2,98;3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,98;3,98;3,98;3,98;3,98;3,98;3,98;3,98;3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,98;3,98;3,98;3,98;3,98;3,98;3,98;3,98;3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,98;3,98;3,98;3,98;3,98;3,98;3,98;3,98;3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53;3,53;3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L:2
0,0,0,0,0,0,0,0,0,0,0,0,0,24;2,24;2,98;3,98;3,98;3,98;3,98;3,98;3,98;3,24;2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24;2,24;2,98;3,98;3,98;3,98;3,98;3,98;3,98;3,24;2,0,0,0
0,0,0,0,0,0,0,35;15,35;15,0,0,0,0,24;2,24;2,98;3,98;3,98;3,98;3,98;3,98;3,98;3,24;2,0,0,0
0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,24;2,24;2,24;2,24;2,24;2,35,35,35,0,0
0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,35,35,17;6,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,24;2,24;2,24;2,24;2,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,35,35,35,35,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17;6,17;6,0,0,0,0,0,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17;6,17;6,0,0,0,0,0,0,0
35,35,35,17;6,17;6,17;6,17;6,35,35,35,35,35,35,35,17;6,17;6,64;3,17;6,17;6,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
L:3
0,0,0,0,0,0,0,0,0,0,0,0,0,24;2,24;2,0,0,0,0,0,0,98;3,24;2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,24;2,24;2,0,0,0,0,0,0,98;3,24;2,0,0,0
0,0,0,0,0,0,0,35;15,35;15,0,0,0,0,24;2,24;2,0,0,0,0,0,0,98;3,24;2,0,0,0
0,0,0,0,0,0,0,35,35,35,35,35,35,35,35,35,17;6,17;6,17;6,17;6,17;6,35,35,35,0,0
0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,35,35,17;6,35,35,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,17;6
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17;6
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17;6
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17;6
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,17;6
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0
